server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;23.0;0;1;22.0;22.0
2;1;1.0;29.0;1;15;27.0;28.0
3;1;1.0;30.0;2;13;27.0;29.0
5;1;1.0;12.0;3;8;11.0;11.0
6;1;1.0;6.0;4;11;6.0;5.0
8;1;1.0;23.0;5;26;21.0;22.0
9;1;1.0;5.0;6;29;1.0;4.0
14;3;3.0;24.0;7;13;20.0;21.0
15;5;5.0;33.0;9;13;27.0;28.0
18;5;5.0;11.0;8;4;5.0;6.0
19;5;5.0;33.0;10;13;26.0;28.0
7;7;7.0;20.0;11;19;11.0;13.0
12;7;7.0;23.0;12;9;18.0;16.0
17;7;7.0;27.0;13;21;19.0;20.0
9;7;7.0;13.0;14;15;3.0;6.0
11;9;9.0;28.0;16;3;19.0;19.0
6;9;9.0;11.0;15;18;2.0;2.0
18;9;11.0;20.0;17;5;12.0;9.0
4;11;11.394600281638184;19.394600281638184;18;16;7.0;8.0
1;14;14.0;31.0;19;0;18.0;17.0
16;16;16.0;44.0;23;28;29.0;28.0
9;16;16.0;42.0;24;8;26.0;26.0
5;16;16.0;42.0;20;0;26.0;26.0
13;17;17.255888579607934;28.255888579607934;25;19;12.0;11.0
4;19;19.394600281638184;20.394600281638184;31;9;1.0;1.0
7;16;20.0;39.0;21;0;20.0;19.0
18;16;20.0;45.0;22;12;25.0;25.0
4;17;20.394600281638184;38.39460028163818;26;24;18.0;18.0
10;17;20.453645126811402;36.4536451268114;27;25;15.0;16.0
12;23;23.0;39.0;39;7;15.0;16.0
0;21;23.0;37.0;34;17;12.0;14.0
8;23;23.0;42.0;36;2;17.0;19.0
6;23;23.32452912448138;48.32452912448138;38;26;24.0;25.0
14;22;24.0;49.0;35;4;25.0;25.0
17;24;27.0;54.0;40;9;27.0;27.0
11;17;28.0;51.0;28;23;21.0;23.0
13;19;28.255888579607934;45.255888579607934;29;1;16.0;17.0
2;29;29.0;56.0;46;15;27.0;27.0
3;30;30.0;51.0;47;7;20.0;21.0
1;19;31.0;42.0;32;2;13.0;11.0
19;19;33.0;58.0;33;20;26.0;25.0
15;23;33.0;59.0;37;14;27.0;26.0
10;24;36.4536451268114;47.4536451268114;41;5;11.0;11.0
0;27;37.0;60.0;42;23;24.0;23.0
12;38;39.0;47.0;65;11;7.0;8.0
7;38;39.0;60.0;59;12;22.0;21.0
1;38;42.0;66.0;63;16;24.0;24.0
9;39;42.0;68.0;70;8;26.0;26.0
5;39;42.0;50.0;66;13;13.0;8.0
8;39;42.0;58.0;68;2;17.0;16.0
16;38;44.0;57.0;60;21;10.0;13.0
18;39;45.0;46.0;69;3;2.0;1.0
13;29;45.255888579607934;57.255888579607934;44;24;16.0;12.0
18;29;46.0;52.0;45;18;9.0;6.0
12;45;47.0;55.0;78;11;7.0;8.0
10;45;47.4536451268114;64.45364512681141;80;21;20.0;17.000000000000007
6;30;48.32452912448138;75.32452912448139;48;1;27.0;27.000000000000007
14;36;49.0;57.0;50;9;7.0;8.0
5;45;50.0;62.0;83;11;12.0;12.0
11;36;51.0;68.0;52;3;19.0;17.0
3;45;51.0;60.0;85;10;11.0;9.0
4;36;51.03017146009739;67.03017146009739;53;5;19.0;16.0
18;38;52.0;80.0;54;25;29.0;28.0
17;48;54.0;79.0;88;10;24.0;25.0
12;48;55.0;69.0;90;7;15.0;14.0
2;50;56.0;65.0;92;16;11.0;9.0
16;38;57.0;63.0;56;29;6.0;6.0
14;38;57.0;72.0;57;1;15.0;15.0
13;38;57.255888579607934;74.25588857960793;58;9;19.0;16.999999999999993
19;38;58.0;60.0;62;19;1.0;2.0
8;38;58.0;62.0;64;27;1.0;4.0
15;57;59.0;69.0;99;16;10.0;10.0
7;39;60.0;77.0;67;21;18.0;17.0
19;40;60.0;87.0;71;0;26.0;27.0
0;40;60.0;85.0;72;23;24.0;25.0
3;40;60.0;71.0;73;12;11.0;11.0
5;41;62.0;90.0;74;26;24.0;28.0
8;42;62.0;91.0;75;21;28.0;29.0
16;45;63.0;67.0;77;3;5.0;4.0
2;63;65.0;76.0;108;26;12.0;11.0
1;63;66.0;73.0;109;1;6.0;7.0
16;65;67.0;82.0;110;5;16.0;15.0
4;45;67.03017146009739;82.03017146009739;79;13;14.0;15.0
11;45;68.0;78.0;82;15;9.0;10.0
9;67;68.0;86.0;118;26;20.0;18.0
12;45;69.0;83.0;84;24;11.0;14.0
15;45;69.0;77.0;86;25;8.0;8.0
3;48;71.0;101.0;87;20;28.0;30.0
14;71;72.0;73.0;123;17;1.0;1.0
1;71;73.0;98.0;126;12;25.0;25.0
14;71;73.0;76.0;127;28;5.0;3.0
13;71;74.25588857960793;88.25588857960793;124;15;14.0;14.0
6;48;75.32452912448139;107.32452912448139;89;17;28.0;32.0
14;50;76.0;82.0;93;27;7.0;6.0
2;73;76.0;103.0;131;4;27.0;27.0
7;73;77.0;100.0;132;21;18.0;23.0
15;73;77.0;86.0;133;16;10.0;9.0
11;54;78.0;92.0;97;4;16.0;14.0
10;57;78.31027271990231;106.31027271990231;98;3;29.0;28.0
17;62;79.0;104.0;101;10;24.0;25.0
18;74;80.0;105.0;137;12;25.0;25.0
16;62;82.0;101.0;102;2;19.0;19.0
14;62;82.0;96.0;103;21;12.0;14.0
