server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;28.0;0;23;28.0;28.0
1;1;1.0;20.0;1;26;18.0;19.0
4;1;1.0;7.0;2;18;6.0;6.0
8;2;2.0;12.0;3;27;10.0;10.0
9;2;2.0;35.0;4;15;29.0;33.0
11;2;2.0;9.0;5;16;8.0;7.0
12;2;2.0;8.0;6;10;3.0;6.0
13;3;3.0;17.0;8;2;17.0;14.0
15;3;3.0;19.0;7;18;15.0;16.0
16;3;3.0;15.0;9;1;13.0;12.0
17;5;5.0;17.0;11;26;13.0;12.0
18;5;5.0;30.0;15;4;22.0;25.0
19;5;5.0;29.0;10;3;24.0;24.0
10;5;5.618378766940248;30.618378766940246;12;26;24.0;25.0
14;5;5.647196147918015;19.647196147918017;13;7;15.0;14.000000000000002
4;5;7.0;13.0;14;15;6.0;6.0
6;5;7.055545783490103;16.055545783490103;16;2;9.0;9.0
12;8;8.0;10.0;19;7;3.0;2.0
11;7;9.0;35.0;17;14;27.0;26.0
12;7;10.0;26.0;18;27;17.0;16.0
3;8;10.175239642782135;14.175239642782135;20;27;5.0;4.0
8;12;12.0;32.0;23;7;21.0;20.0
4;12;13.0;23.0;26;13;12.0;10.0
2;12;13.659491013717382;30.659491013717382;24;20;17.0;17.0
3;14;14.175239642782135;25.175239642782135;27;29;6.0;11.0
16;15;15.0;43.0;36;16;27.0;28.0
6;15;16.055545783490103;18.055545783490103;37;11;2.0;2.0
17;17;17.0;45.0;42;23;29.0;28.0
13;17;17.0;44.0;45;20;29.0;27.0
6;14;18.055545783490103;28.055545783490103;30;5;8.0;10.0
15;17;19.0;49.0;43;4;29.0;30.0
14;17;19.647196147918017;37.64719614791802;47;6;17.0;18.0
1;20;20.0;25.0;53;3;3.0;5.0
5;20;20.493361879220238;50.49336187922024;55;17;29.0;30.0
7;17;20.642591284404517;28.642591284404517;41;4;8.0;8.0
4;22;23.0;30.0;58;15;6.0;7.0
1;17;25.0;46.0;44;5;25.0;21.0
3;12;25.175239642782135;26.175239642782135;22;19;1.0;1.0
12;22;26.0;43.0;61;2;17.0;17.0
3;12;26.175239642782135;51.17523964278213;25;1;27.0;24.999999999999996
0;23;28.0;41.0;66;5;9.0;13.0
6;14;28.055545783490103;56.0555457834901;29;6;28.0;28.0
7;25;28.642591284404517;53.64259128440452;68;26;24.0;25.0
19;14;29.0;37.0;31;7;7.0;8.0
18;14;30.0;41.0;33;13;10.0;11.0
4;28;30.0;37.0;71;4;7.0;7.0
10;30;30.618378766940246;40.618378766940246;73;9;11.0;10.0
