server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;0;0.0;19.0;4;24;19.0;19.0
2;0;0.0;17.0;0;17;17.0;17.0
3;0;0.0;12.0;1;13;15.0;12.0
4;0;0.0;21.0;2;0;21.0;21.0
5;0;0.0;1.0;3;24;2.0;1.0
6;0;0.0;13.0;5;16;13.0;13.0
7;1;1.0;15.0;6;12;15.0;14.0
8;1;1.0;8.0;7;1;7.0;7.0
9;4;4.0;7.0;10;8;3.0;3.0
10;4;4.0;5.0;14;29;1.0;1.0
11;4;4.0;16.0;8;12;14.0;12.0
14;4;4.0;9.0;9;11;3.0;5.0
15;4;4.0;5.0;11;4;1.0;1.0
5;4;4.0;29.0;12;13;23.0;25.0
10;4;5.0;25.0;13;13;20.0;20.0
15;4;5.0;23.0;15;2;18.0;18.0
17;5;5.35580238426793;29.355802384267932;16;26;22.0;24.0
16;5;5.757054166153331;26.75705416615333;17;12;22.0;21.0
9;8;8.0;14.0;22;1;6.0;6.0
8;8;8.0;27.0;18;29;17.0;19.0
13;8;8.979679363740752;30.97967936374075;19;25;22.0;22.0
14;8;9.0;31.0;20;17;21.0;22.0
18;8;9.484433782538762;35.48443378253876;21;2;26.0;25.999999999999996
0;11;11.22743157782592;31.227431577825918;29;13;20.0;20.0
3;11;12.0;17.0;30;17;2.0;5.0
6;8;13.0;29.0;23;12;15.0;16.0
9;9;14.0;28.0;24;23;15.0;14.0
7;9;15.0;28.0;25;20;13.0;13.0
19;9;15.603602196885694;23.603602196885696;26;24;4.0;8.000000000000002
11;9;16.0;37.0;27;5;23.0;21.0
2;11;17.0;36.0;28;23;20.0;19.0
3;11;17.0;35.0;31;3;23.0;18.0
12;14;17.057357923267507;45.0573579232675;32;13;28.0;27.999999999999996
1;19;19.0;42.0;38;2;22.0;23.0
4;21;21.0;37.0;40;4;13.0;16.0
15;15;23.0;37.0;33;3;18.0;14.0
19;15;23.603602196885696;51.603602196885696;34;20;25.0;28.0
10;25;25.0;34.0;47;21;12.0;9.0
16;15;26.75705416615333;48.75705416615333;36;12;22.0;22.0
9;17;28.0;55.0;37;29;23.0;27.0
7;19;28.0;32.0;39;11;2.0;4.0
5;21;29.0;49.0;41;6;22.0;20.0
6;21;29.0;47.0;42;27;17.0;18.0
17;23;29.355802384267932;47.35580238426793;43;22;18.0;18.0
13;30;30.97967936374075;54.97967936374075;62;0;21.0;24.0
14;23;31.0;45.0;44;21;16.0;14.0
7;32;32.0;54.0;64;19;22.0;22.0
10;34;34.0;53.0;66;13;20.0;19.0
3;34;35.0;60.0;69;12;28.0;25.0
18;24;35.48443378253876;47.48443378253876;45;11;12.0;12.0
2;25;36.0;42.0;48;2;6.0;6.0
11;26;37.0;60.0;49;13;23.0;23.0
15;26;37.0;38.0;50;8;1.0;1.0
