server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;1;1.0;18.0;0;22;17.0;17.0
2;1;1.0;10.0;1;18;11.0;9.0
5;1;1.0;2.0;2;0;1.0;1.0
7;3;3.0;14.0;3;3;15.0;11.0
8;4;4.0;17.0;5;29;12.0;13.0
10;4;4.0;31.0;4;18;26.0;27.0
11;7;7.0;14.0;7;5;7.0;7.0
14;7;7.0;33.0;6;4;26.0;26.0
3;10;10.0;32.0;8;4;22.0;22.0
15;12;12.0;17.0;9;15;5.0;5.0
13;14;14.0;28.0;15;11;13.0;14.0
16;14;14.0;23.0;11;21;8.0;9.0
17;14;14.0;25.0;10;13;11.0;11.0
18;14;14.0;40.0;12;11;26.0;26.0
19;14;14.0;33.0;13;28;19.0;19.0
5;14;14.0;28.0;14;7;14.0;14.0
11;14;14.0;15.0;16;17;2.0;1.0
7;14;14.0;29.0;17;9;19.0;15.0
11;14;15.0;31.0;18;9;15.0;16.0
15;16;17.0;39.0;21;3;22.0;22.0
8;14;17.0;39.0;19;13;23.0;22.0
1;18;18.0;23.0;23;17;6.0;5.0
6;20;20.23823719710765;36.23823719710765;25;13;12.0;16.0
0;14;20.492971332644156;29.492971332644156;20;25;9.0;9.0
4;17;20.9353179917983;29.9353179917983;22;6;7.0;9.0
16;23;23.0;44.0;29;12;21.0;21.0
1;21;23.0;42.0;27;3;17.0;19.0
12;23;23.669865682796768;29.669865682796768;28;19;4.0;6.0
17;20;25.0;38.0;24;1;13.0;13.0
9;27;27.33097070091857;43.33097070091857;32;5;17.0;16.0
13;28;28.0;36.0;34;23;6.0;8.0
5;27;28.0;31.0;30;8;4.0;3.0
7;29;29.0;39.0;40;17;10.0;10.0
0;27;29.492971332644156;41.49297133264416;31;3;14.0;12.000000000000004
12;27;29.669865682796768;32.66986568279677;33;14;3.0;3.0
4;28;29.9353179917983;38.9353179917983;35;2;9.0;9.0
5;28;31.0;50.0;36;9;18.0;19.0
11;28;31.0;46.0;37;9;15.0;15.0
10;28;31.0;40.0;38;27;6.0;9.0
3;28;32.0;34.0;39;28;2.0;2.0
12;32;32.66986568279677;36.66986568279677;41;8;5.0;4.0
19;32;33.0;44.0;42;15;10.0;11.0
3;34;34.0;43.0;43;24;9.0;9.0
14;34;34.0;63.0;44;21;24.0;29.0
13;35;36.0;46.0;45;9;13.0;10.0
6;35;36.23823719710765;43.23823719710765;46;6;8.0;7.0
