server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;24.0;0;1;24.0;24.0
1;0;0.0;27.0;1;9;26.0;27.0
3;1;1.0;19.0;2;28;20.0;18.0
4;2;2.0;27.0;3;28;25.0;25.0
5;2;2.0;24.0;4;15;22.0;22.0
7;3;3.0;20.0;5;4;15.0;17.0
9;3;3.0;18.0;6;18;14.0;15.0
10;5;5.0;8.0;7;9;6.0;3.0
11;5;5.0;33.0;8;24;28.0;28.0
12;5;5.0;34.0;9;23;28.0;29.0
14;5;5.0;31.0;10;22;25.0;26.0
15;8;8.0;30.0;11;19;23.0;22.0
10;8;8.0;13.0;12;5;5.0;5.0
17;11;11.76913414146173;13.76913414146173;19;4;4.0;2.0
10;8;13.0;36.0;13;6;22.0;23.0
19;8;13.607975505318949;31.607975505318947;14;14;18.0;18.0
17;9;13.76913414146173;26.76913414146173;15;13;13.0;13.0
13;10;14.564627554595376;24.564627554595376;16;5;10.0;10.0
8;10;15.355704696110182;28.35570469611018;17;27;11.0;12.999999999999998
18;10;16.107521673523454;41.10752167352345;18;8;25.0;24.999999999999996
16;12;17.249588107467478;42.249588107467474;20;13;23.0;24.999999999999996
9;16;18.0;28.0;21;20;8.0;10.0
3;16;19.0;28.0;22;5;8.0;9.0
7;16;20.0;26.0;23;24;3.0;6.0
6;21;21.081583786094725;43.081583786094725;41;7;23.0;22.0
2;16;21.16041937617394;38.16041937617394;24;24;18.0;17.0
5;16;24.0;43.0;25;28;20.0;19.0
0;17;24.0;28.0;26;0;7.0;4.0
13;17;24.564627554595376;33.564627554595376;27;17;9.0;9.0
7;25;26.0;41.0;47;21;16.0;15.0
17;17;26.76913414146173;47.769134141461734;28;11;18.0;21.000000000000004
4;18;27.0;50.0;29;28;25.0;23.0
1;18;27.0;44.0;30;16;17.0;17.0
9;18;28.0;43.0;31;7;13.0;15.0
3;19;28.0;32.0;32;20;3.0;4.0
0;19;28.0;32.0;33;16;5.0;4.0
