server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;16.0;1;1;16.0;16.0
2;0;0.0;27.0;2;10;25.0;27.0
3;1;1.0;9.0;6;1;9.0;8.0
5;1;1.0;24.0;3;14;24.0;23.0
7;1;1.0;21.0;4;18;21.0;20.0
8;1;1.0;2.0;5;10;3.0;1.0
10;1;1.0;7.0;7;25;8.0;6.0
11;2;2.0;20.0;8;4;18.0;18.0
14;3;3.0;15.0;9;10;10.0;12.0
15;3;3.0;23.0;10;16;19.0;20.0
16;3;3.0;21.0;11;21;16.0;18.0
18;3;3.0;7.0;12;14;1.0;4.0
19;3;3.0;7.0;13;1;2.0;4.0
8;3;3.0;28.0;14;26;26.0;25.0
12;4;4.0;16.0;15;6;10.0;12.0
1;5;6.83434003204362;34.83434003204362;16;14;28.0;28.0
18;5;7.0;23.0;17;23;15.0;16.0
19;5;7.0;30.0;18;5;21.0;23.0
10;5;7.0;18.0;19;3;11.0;11.0
3;6;9.0;18.0;20;1;9.0;9.0
9;10;10.303818466044131;38.303818466044135;24;22;29.0;28.000000000000004
6;11;11.666234194732494;25.666234194732496;27;23;19.0;14.000000000000002
4;10;14.05674156290746;22.05674156290746;21;19;8.0;8.000000000000002
14;10;15.0;25.0;22;23;9.0;10.0
13;10;15.699266526282946;31.699266526282948;23;22;17.0;16.0
12;11;16.0;37.0;25;16;20.0;21.0
0;11;16.0;35.0;26;24;19.0;19.0
17;11;16.845418541987666;23.845418541987666;29;10;7.0;7.0
10;17;18.0;46.0;38;1;29.0;28.0
3;13;18.0;41.0;30;2;22.0;23.0
11;20;20.0;42.0;45;3;23.0;22.0
16;20;21.0;28.0;44;1;6.0;7.0
7;14;21.0;22.0;33;13;1.0;1.0
7;15;22.0;38.0;34;20;16.0;16.0
4;15;22.05674156290746;51.05674156290746;36;13;28.0;29.0
18;15;23.0;50.0;37;21;24.0;27.0
15;17;23.0;36.0;39;11;13.0;13.0
17;17;23.845418541987666;34.84541854198767;40;20;15.0;11.000000000000004
5;18;24.0;34.0;41;11;9.0;10.0
14;18;25.0;37.0;42;10;10.0;12.0
6;20;25.666234194732496;27.666234194732496;43;4;1.0;2.0
2;27;27.0;43.0;53;4;10.0;16.0
6;20;27.666234194732496;34.666234194732496;46;13;6.0;7.0
16;28;28.0;54.0;55;12;25.0;26.0
8;28;28.0;43.0;56;27;14.0;15.0
13;29;31.699266526282948;37.69926652628295;58;21;7.0;6.0
5;32;34.0;43.0;67;11;9.0;9.0
1;28;34.83434003204362;43.83434003204362;54;7;7.0;9.0
17;32;34.84541854198767;63.84541854198767;65;14;27.0;29.0
0;32;35.0;42.0;64;22;4.0;7.0
15;21;36.0;62.0;48;4;25.0;26.0
12;37;37.0;46.0;73;26;10.0;9.0
