server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;4;4.0;11.0;2;7;4.0;7.0
1;4;4.0;27.0;1;12;23.0;23.0
2;4;4.0;32.0;0;19;26.0;28.0
4;4;4.0;20.0;3;20;15.0;16.0
5;5;5.0;26.0;6;26;23.0;21.0
6;5;5.0;15.0;4;8;10.0;10.0
7;5;5.0;24.0;5;5;20.0;19.0
10;5;5.0;17.0;7;17;11.0;12.0
12;7;7.0;21.0;8;0;14.0;14.0
13;7;7.0;23.0;9;10;15.0;16.0
16;7;7.0;26.0;10;27;18.0;19.0
18;8;8.0;24.0;16;29;17.0;16.0
14;8;8.0;21.0;17;22;12.0;13.0
15;8;8.0;31.0;12;0;22.0;23.0
3;8;8.062480012484835;38.06248001248483;11;29;29.0;30.0
0;10;11.0;40.0;24;8;29.0;29.0
8;8;11.844114786105658;30.844114786105656;13;8;19.0;19.0
6;14;15.0;25.0;34;12;10.0;10.0
19;14;15.32720180109885;18.32720180109885;33;21;2.0;3.0000000000000018
10;14;17.0;21.0;28;27;5.0;4.0
19;14;18.32720180109885;19.32720180109885;30;24;1.0;1.0
19;8;19.32720180109885;24.32720180109885;14;21;2.0;5.0
4;20;20.0;30.0;41;13;10.0;10.0
9;20;20.425354409592682;43.425354409592686;39;1;22.0;23.000000000000004
14;20;21.0;44.0;37;16;25.0;23.0
12;20;21.0;32.0;38;6;9.0;11.0
10;8;21.0;26.0;15;26;4.0;5.0
11;8;21.452031268749117;43.45203126874912;18;28;23.0;22.0
17;8;22.532858903318925;27.532858903318925;19;11;6.0;5.0
13;8;23.0;36.0;20;11;14.0;13.0
18;9;24.0;46.0;23;16;22.0;22.0
7;10;24.0;37.0;25;8;14.0;13.0
19;13;24.32720180109885;30.32720180109885;26;2;4.0;6.0
6;14;25.0;30.0;31;5;6.0;5.0
16;14;26.0;27.0;32;24;1.0;1.0
10;18;26.0;33.0;35;11;6.0;7.0
5;18;26.0;50.0;36;23;24.0;24.0
16;20;27.0;37.0;40;18;8.0;10.0
1;20;27.0;31.0;42;4;4.0;4.0
17;23;27.532858903318925;52.532858903318925;44;16;25.0;25.0
6;29;30.0;39.0;51;4;8.0;9.0
4;25;30.0;56.0;45;22;26.0;26.0
19;25;30.32720180109885;31.32720180109885;46;24;1.0;1.0
8;27;30.844114786105656;57.844114786105656;47;5;27.0;27.0
15;27;31.0;34.0;48;10;3.0;3.0
1;27;31.0;36.0;49;4;4.0;5.0
19;27;31.32720180109885;40.32720180109885;50;26;9.0;9.0
12;29;32.0;58.0;52;9;24.0;26.0
2;29;32.0;52.0;53;20;22.0;20.0
10;33;33.0;45.0;58;15;15.0;12.0
15;30;34.0;54.0;54;2;21.0;20.0
13;36;36.0;39.0;67;12;2.0;3.0
1;36;36.0;52.0;62;5;16.0;16.0
16;30;37.0;52.0;55;19;14.0;15.0
7;33;37.0;47.0;57;19;11.0;10.0
3;33;38.06248001248483;67.06248001248483;59;8;29.0;28.999999999999993
13;39;39.0;51.0;72;15;12.0;12.0
6;33;39.0;55.0;60;7;16.0;16.0
0;40;40.0;53.0;75;29;9.0;13.0
19;40;40.32720180109885;41.32720180109885;73;24;1.0;1.0
19;40;41.32720180109885;60.32720180109885;79;6;20.0;19.0
9;42;43.425354409592686;70.42535440959269;86;8;28.0;27.0
11;33;43.45203126874912;56.45203126874912;61;16;14.0;13.0
14;42;44.0;67.0;91;10;24.0;23.0
10;42;45.0;69.0;92;7;24.0;24.0
18;36;46.0;71.0;64;20;25.0;25.0
7;36;47.0;70.0;66;18;23.0;23.0
5;43;50.0;62.0;96;9;12.0;12.0
13;43;51.0;76.0;97;19;23.0;25.0
16;44;52.0;63.0;98;7;11.0;11.0
1;36;52.0;58.0;68;3;5.0;6.0
17;44;52.532858903318925;76.53285890331892;100;6;23.0;24.0
0;36;53.0;67.0;69;24;13.0;14.0
15;44;54.0;69.0;103;16;12.0;15.0
6;44;55.0;68.0;106;27;12.0;13.0
4;44;56.0;70.0;107;20;15.0;14.0
11;44;56.45203126874912;58.45203126874912;109;14;5.0;2.0
8;48;57.844114786105656;66.84411478610565;115;13;12.0;8.999999999999993
12;39;58.0;62.0;70;27;3.0;4.0
1;39;58.0;66.0;71;19;9.0;8.0
11;48;58.45203126874912;73.45203126874912;118;3;14.0;15.000000000000007
19;40;60.32720180109885;70.32720180109885;77;19;12.0;10.0
12;50;62.0;79.0;121;7;17.0;17.0
5;40;62.0;85.0;80;13;25.0;23.0
16;40;63.0;84.0;81;5;24.0;21.0
1;54;66.0;74.0;125;23;6.0;8.0
8;55;66.84411478610565;77.84411478610565;126;27;9.0;11.0
14;40;67.0;68.0;82;14;2.0;1.0
0;40;67.0;90.0;83;5;23.0;23.0
3;42;67.06248001248483;87.06248001248483;85;24;20.0;20.0
14;42;68.0;86.0;87;7;18.0;18.0
