server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;1;1.0;5.0;0;1;3.0;4.0
2;1;1.0;25.0;1;29;22.0;24.0
3;1;1.0;12.0;2;27;11.0;11.0
4;1;1.0;18.0;3;29;17.0;17.0
5;1;1.0;21.0;4;27;18.0;20.0
6;1;1.0;5.0;5;23;4.0;4.0
7;1;1.0;25.0;7;24;22.0;24.0
8;3;3.0;24.0;8;2;21.0;21.0
11;3;3.0;10.0;9;0;8.0;7.0
13;3;3.0;23.0;10;5;23.0;20.0
16;4;4.0;19.0;12;19;18.0;15.0
17;4;4.0;6.0;13;29;4.0;2.0
18;4;4.0;26.0;11;14;21.0;22.0
14;4;4.0;27.0;14;26;22.0;23.0
1;4;5.0;24.0;15;15;19.0;19.0
17;6;6.0;15.0;16;4;12.0;9.0
6;10;10.0;35.0;17;15;25.0;25.0
11;10;10.0;15.0;19;1;4.0;5.0
12;10;11.79226359609094;18.79226359609094;18;25;5.0;7.0
15;14;14.0;25.0;20;3;12.0;11.0
3;14;14.0;23.0;21;10;8.0;9.0
17;14;15.0;38.0;22;20;21.0;23.0
11;15;15.0;24.0;23;16;10.0;9.0
19;15;15.058611423648948;33.05861142364895;24;27;19.0;18.0
0;15;15.814899593452607;45.81489959345261;25;5;29.0;30.0
9;16;16.809986064039606;34.809986064039606;27;11;17.0;18.0
4;17;18.0;43.0;29;5;25.0;25.0
10;16;18.08988128632034;30.08988128632034;26;9;9.0;12.0
12;16;18.79226359609094;30.79226359609094;28;3;15.0;12.0
16;19;19.0;41.0;35;20;22.0;22.0
3;20;23.0;45.0;44;20;23.0;22.0
11;20;24.0;48.0;40;24;23.0;24.0
1;20;24.0;27.0;43;22;3.0;3.0
15;25;25.0;38.0;52;4;13.0;13.0
2;24;25.0;29.0;50;0;5.0;4.0
18;19;26.0;37.0;30;23;10.0;11.0
14;19;27.0;52.0;31;0;24.0;25.0
1;19;27.0;29.0;32;10;2.0;2.0
1;29;29.0;31.0;58;5;3.0;2.0
10;19;30.08988128632034;52.08988128632034;33;28;21.0;22.0
12;19;30.79226359609094;37.79226359609094;36;25;5.0;7.0
