server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;0;0.0;27.0;0;9;28.0;27.0
2;1;1.0;29.0;4;23;27.0;28.0
4;1;1.0;14.0;6;9;14.0;13.0
5;1;1.0;23.0;3;21;22.0;22.0
6;1;1.0;19.0;1;21;17.0;18.0
7;1;1.0;2.0;2;10;2.0;1.0
8;1;1.0;24.0;5;9;22.0;23.0
10;3;3.0;16.0;13;10;13.0;13.0
11;3;3.0;18.0;7;27;14.0;15.0
12;3;3.0;11.0;8;16;8.0;8.0
13;3;3.0;7.0;9;17;8.0;4.0
14;3;3.0;21.0;10;19;17.0;18.0
15;3;3.0;18.0;11;17;14.0;15.0
16;3;3.0;24.0;12;3;19.0;21.0
17;5;5.0;17.0;14;28;12.0;12.0
19;5;5.0;30.0;15;27;25.0;25.0
7;6;6.0;21.0;18;14;16.0;15.0
13;6;7.0;26.0;20;3;17.0;19.0
12;10;11.0;28.0;25;2;18.0;17.0
4;10;14.0;27.0;26;23;12.0;13.0
3;6;15.729029572972241;42.72902957297224;19;5;26.0;26.999999999999996
18;6;15.839752164876868;27.83975216487687;17;27;11.0;12.000000000000002
10;8;16.0;40.0;22;24;24.0;24.0
9;8;16.374055149241556;24.374055149241556;23;9;9.0;8.0
17;10;17.0;34.0;24;0;17.0;17.0
11;10;18.0;22.0;27;22;7.0;4.0
15;10;18.0;23.0;28;13;6.0;5.0
6;12;19.0;38.0;29;19;17.0;19.0
14;12;21.0;33.0;30;23;8.0;12.0
11;12;22.0;24.0;31;3;4.0;2.0
15;23;23.0;28.0;44;23;5.0;5.0
5;23;23.0;25.0;47;9;1.0;2.0
0;23;23.50243996211566;31.50243996211566;38;14;7.0;8.0
16;12;24.0;37.0;32;17;13.0;13.0
11;14;24.0;26.0;33;26;4.0;2.0
9;14;24.374055149241556;25.374055149241556;34;0;2.0;1.0
5;25;25.0;30.0;49;23;3.0;5.0
9;18;25.374055149241556;34.374055149241556;35;9;9.0;9.0
11;20;26.0;27.0;37;26;4.0;1.0
13;23;26.0;51.0;39;25;23.0;25.0
11;23;27.0;35.0;40;24;9.0;8.0
4;23;27.0;50.0;41;8;22.0;23.0
1;23;27.0;50.0;42;7;22.0;23.0
18;23;27.83975216487687;48.83975216487687;43;8;22.0;21.0
12;28;28.0;39.0;51;8;10.0;11.0
15;28;28.0;47.0;52;24;18.0;19.0
2;23;29.0;48.0;45;14;20.0;19.0
19;30;30.0;45.0;53;13;14.0;15.0
5;30;30.0;34.0;57;9;1.0;4.0
0;31;31.50243996211566;35.50243996211566;58;4;4.0;4.0
14;33;33.0;56.0;60;9;23.0;23.0
17;23;34.0;50.0;46;16;13.0;16.0
5;23;34.0;44.0;48;16;9.0;10.0
9;26;34.374055149241556;42.374055149241556;50;9;9.0;8.0
11;35;35.0;39.0;62;18;3.0;4.0
0;30;35.50243996211566;50.50243996211566;54;9;15.0;15.0
16;36;37.0;63.0;69;24;24.0;26.0
6;38;38.0;59.0;75;17;21.0;21.0
11;36;39.0;69.0;68;1;28.0;30.0
12;30;39.0;50.0;55;14;12.0;11.0
10;30;40.0;41.0;56;15;1.0;1.0
7;31;40.02120745709202;44.02120745709202;59;19;2.0;4.0
10;41;41.0;59.0;79;16;16.0;18.0
9;42;42.374055149241556;57.374055149241556;84;14;16.0;15.0
3;35;42.72902957297224;59.72902957297224;61;21;15.0;17.0
5;44;44.0;66.0;88;21;22.0;22.0
7;35;44.02120745709202;62.02120745709202;63;28;17.0;18.0
19;44;45.0;74.0;90;24;29.0;29.0
15;36;47.0;62.0;64;9;13.0;15.0
2;46;48.0;51.0;94;19;3.0;3.0
8;46;48.09070926232407;61.09070926232407;95;4;14.0;13.0
18;36;48.83975216487687;65.83975216487687;66;11;18.0;17.0
17;46;50.0;63.0;97;15;14.0;13.0
12;36;50.0;62.0;67;8;10.0;12.0
4;47;50.0;64.0;99;3;12.0;14.0
1;48;50.0;78.0;101;2;28.0;28.0
0;36;50.50243996211566;54.50243996211566;70;21;4.0;4.0
13;38;51.0;74.0;71;10;23.0;23.0
2;38;51.0;80.0;72;11;29.0;29.0
0;38;54.50243996211566;67.50243996211566;73;17;18.0;13.0
14;54;56.0;86.0;109;2;27.0;30.0
9;38;57.374055149241556;82.37405514924156;74;17;24.0;25.0
6;55;59.0;79.0;111;26;21.0;20.0
3;38;59.72902957297224;68.72902957297224;76;13;12.0;9.0
8;41;61.09070926232407;82.09070926232407;77;9;22.0;21.0
12;41;62.0;90.0;80;17;28.0;28.0
15;41;62.0;75.0;81;9;13.0;13.0
7;56;62.02120745709202;88.02120745709202;118;1;26.0;26.0
17;42;63.0;85.0;83;4;21.0;22.0
18;56;65.83975216487687;84.83975216487687;121;11;18.0;19.0
5;56;66.0;68.0;122;9;1.0;2.0
0;42;67.50243996211566;84.50243996211566;85;17;18.0;17.0
5;44;68.0;86.0;86;8;20.0;18.0
3;60;68.72902957297224;87.72902957297224;128;23;18.0;19.0
10;44;73.7274037809506;100.7274037809506;87;18;22.0;27.0
19;64;74.0;91.0;131;14;15.0;17.0
