server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;27.0;0;27;28.0;27.0
1;0;0.0;6.0;1;22;4.0;6.0
3;0;0.0;10.0;2;26;13.0;10.0
6;0;0.0;15.0;3;25;19.0;15.0
7;0;0.0;28.0;4;21;28.0;28.0
8;0;0.0;6.0;5;9;7.0;6.0
9;2;2.0;31.0;8;3;26.0;29.0
10;2;2.0;14.0;7;5;13.0;12.0
12;2;2.0;31.0;6;19;29.0;29.0
16;3;3.0;25.0;13;0;26.0;22.0
17;3;3.0;24.0;11;26;18.0;21.0
19;3;3.0;34.0;16;13;29.0;31.0
15;3;3.0;11.0;15;4;8.0;8.0
8;4;6.0;17.0;19;0;12.0;11.0
1;3;6.0;26.0;9;5;17.0;20.0
14;8;8.627797892409443;9.627797892409443;25;1;3.0;1.0
14;8;9.627797892409443;28.627797892409443;27;29;21.0;19.0
3;7;10.0;42.0;23;29;29.0;32.0
15;8;11.0;34.0;28;17;25.0;23.0
10;14;14.0;36.0;39;8;23.0;22.0
6;12;15.0;44.0;34;18;29.0;29.0
5;3;15.892240073466294;28.892240073466294;10;4;16.0;13.0
4;3;16.675547800795716;17.675547800795716;12;10;1.0;1.0
8;17;17.0;18.0;43;16;1.0;1.0
4;3;17.675547800795716;32.67554780079571;14;12;16.0;14.999999999999996
18;4;17.77070363148528;26.77070363148528;18;6;8.0;9.0
8;7;18.0;36.0;20;26;21.0;18.0
11;7;20.05209270317657;48.05209270317657;21;6;26.0;28.0
13;7;20.450405244734206;28.450405244734206;22;15;9.0;8.0
2;8;22.389910599963464;26.389910599963464;24;3;4.0;4.0
17;24;24.0;28.0;48;0;3.0;4.0
16;8;25.0;46.0;26;6;17.0;21.0
1;26;26.0;31.0;54;22;4.0;5.0
2;11;26.389910599963464;53.389910599963464;30;12;26.0;27.0
18;11;26.77070363148528;40.770703631485276;31;24;14.0;13.999999999999996
0;12;27.0;37.0;32;14;12.0;10.0
17;27;28.0;46.0;58;5;19.0;18.0
7;28;28.0;49.0;59;29;23.0;21.0
13;12;28.450405244734206;37.450405244734206;33;3;10.0;9.0
14;13;28.627797892409443;32.62779789240945;35;14;6.0;4.0000000000000036
5;14;28.892240073466294;48.8922400734663;36;8;21.0;20.000000000000004
12;14;31.0;48.0;38;18;17.0;17.0
9;16;31.0;58.0;40;20;27.0;27.0
1;16;31.0;49.0;41;25;17.0;18.0
14;16;32.62779789240945;50.62779789240945;42;10;17.0;18.0
4;17;32.67554780079571;39.67554780079571;44;2;8.0;7.0
19;33;34.0;42.0;61;29;8.0;8.0
15;17;34.0;59.0;45;23;22.0;25.0
10;35;36.0;38.0;68;15;4.0;2.0
8;20;36.0;37.0;46;10;1.0;1.0
0;37;37.0;60.0;71;22;21.0;23.0
8;24;37.0;40.0;47;15;5.0;3.0
13;24;37.450405244734206;43.450405244734206;49;28;8.0;6.0
10;24;38.0;45.0;50;11;7.0;7.0
4;39;39.67554780079571;60.67554780079571;74;24;21.0;21.0
8;39;40.0;60.0;75;3;20.0;20.0
18;39;40.770703631485276;50.770703631485276;76;26;10.0;10.0
19;40;42.0;54.0;79;22;13.0;12.0
3;24;42.0;60.0;51;14;19.0;18.0
13;24;43.450405244734206;67.45040524473421;52;0;25.0;24.000000000000007
6;24;44.0;69.0;53;4;25.0;25.0
10;42;45.0;56.0;85;13;11.0;11.0
16;42;46.0;56.0;86;1;10.0;10.0
17;26;46.0;63.0;55;13;16.0;17.0
12;26;48.0;57.0;56;29;6.0;9.0
11;44;48.05209270317657;74.05209270317657;90;20;27.0;26.0
5;27;48.8922400734663;55.8922400734663;57;26;8.0;7.0
1;28;49.0;61.0;60;17;13.0;12.0
7;34;49.0;66.0;63;25;18.0;17.0
14;34;50.62779789240945;55.62779789240945;64;24;5.0;5.0
18;35;50.770703631485276;68.77070363148528;66;27;20.0;18.0
2;53;53.389910599963464;67.38991059996346;95;10;15.0;13.999999999999993
19;52;54.0;81.0;93;8;28.0;27.0
14;53;55.62779789240945;60.62779789240945;98;14;6.0;5.0
5;35;55.8922400734663;72.8922400734663;67;12;17.0;17.0
16;36;56.0;77.0;69;14;21.0;21.0
10;54;56.0;68.0;106;5;13.0;12.0
12;54;57.0;86.0;109;19;29.0;29.0
9;37;58.0;60.0;70;0;3.0;2.0
15;56;59.0;82.0;115;0;23.0;23.0
9;39;60.0;73.0;73;26;13.0;13.0
0;40;60.0;80.0;77;3;20.0;20.0
8;59;60.0;64.0;119;15;5.0;4.0
3;41;60.0;73.0;80;0;11.0;13.0
14;42;60.62779789240945;61.62779789240945;83;1;3.0;1.0
4;44;60.67554780079571;77.67554780079571;87;5;18.0;17.0
1;61;61.0;69.0;123;23;5.0;8.0
14;44;61.62779789240945;79.62779789240945;88;2;17.0;18.0
17;44;63.0;81.0;89;9;18.0;18.0
8;47;64.0;88.0;92;26;21.0;24.0
7;53;66.0;83.0;97;27;19.0;17.0
2;53;67.38991059996346;76.38991059996346;101;4;12.0;9.0
13;53;67.45040524473421;69.45040524473421;102;2;4.0;2.0
10;53;68.0;77.0;103;19;9.0;9.0
18;53;68.77070363148528;76.77070363148528;104;23;8.0;8.0
1;54;69.0;75.0;105;14;7.0;6.0
6;54;69.0;98.0;108;8;29.0;29.0
13;69;69.45040524473421;88.45040524473421;136;7;16.0;19.0
5;55;72.8922400734663;76.8922400734663;111;2;3.0;4.0
9;55;73.0;84.0;112;11;12.0;11.0
3;55;73.0;86.0;114;26;13.0;13.0
11;57;74.05209270317657;99.05209270317657;118;1;24.0;25.0
1;74;75.0;76.0;143;1;3.0;1.0
1;74;76.0;77.0;144;2;3.0;1.0
2;74;76.38991059996346;78.38991059996346;146;14;1.0;2.0
18;61;76.77070363148528;79.77070363148528;122;3;1.0;3.0
5;63;76.8922400734663;98.8922400734663;124;23;23.0;22.0
16;63;77.0;108.0;125;15;28.0;31.0
10;63;77.0;104.0;126;1;29.0;27.0
1;64;77.0;92.0;127;5;17.0;15.0
4;77;77.67554780079571;87.67554780079571;153;14;15.0;10.0
2;64;78.38991059996346;83.38991059996346;128;18;6.0;5.0
14;78;79.62779789240945;94.62779789240945;155;10;17.0;15.0
18;64;79.77070363148528;84.77070363148528;129;25;3.0;5.0
0;64;80.0;93.0;130;10;12.0;13.0
17;66;81.0;105.0;132;23;25.0;24.0
19;66;81.0;97.0;133;16;17.0;16.0
15;68;82.0;87.0;134;24;3.0;5.0
7;68;83.0;101.0;135;26;18.0;18.0
2;69;83.38991059996346;105.38991059996346;137;9;23.0;22.0
9;72;84.0;109.0;138;3;26.0;25.0
18;72;84.77070363148528;91.77070363148528;139;13;4.0;7.0
12;84;86.0;97.0;168;28;10.0;11.0
3;74;86.0;98.0;145;3;13.0;12.0
15;87;87.0;94.0;171;24;3.0;7.0
4;75;87.67554780079571;100.67554780079571;147;3;12.0;13.0
8;75;88.0;91.0;148;10;1.0;3.0
13;75;88.45040524473421;108.45040524473421;149;5;20.0;20.0
8;89;91.0;95.0;175;10;1.0;4.0
18;75;91.77070363148528;95.77070363148528;150;25;3.0;4.0
1;92;92.0;109.0;176;15;17.0;17.0
0;92;93.0;97.0;177;8;4.0;4.0
15;75;94.0;95.0;152;28;4.0;1.0
14;77;94.62779789240945;109.62779789240945;154;12;15.0;15.0
15;78;95.0;105.0;156;15;9.0;10.0
8;78;95.0;112.0;157;24;17.0;17.0
18;79;95.77070363148528;105.77070363148528;158;26;10.0;10.0
19;95;97.0;124.0;185;2;25.0;27.0
12;95;97.0;109.0;186;2;12.0;12.0
0;79;97.0;106.0;160;26;10.0;9.0
3;82;98.0;110.0;161;8;14.0;12.0
6;82;98.0;128.0;162;13;29.0;30.0
5;82;98.8922400734663;117.8922400734663;163;4;16.0;19.0
11;82;99.05209270317657;100.05209270317657;164;21;1.0;1.0
11;83;100.05209270317657;112.05209270317657;165;26;12.0;12.0
4;100;100.67554780079571;111.67554780079571;195;6;10.0;11.0
7;83;101.0;117.0;166;17;16.0;16.0
10;84;104.0;119.0;167;16;14.0;15.0
15;85;105.0;113.0;169;26;9.0;8.0
2;88;105.38991059996346;111.38991059996346;173;21;8.0;6.0
18;101;105.77070363148528;106.77070363148528;202;3;1.0;1.0
0;89;106.0;125.0;174;11;21.0;19.0
16;92;108.0;116.0;178;7;8.0;8.0
13;92;108.45040524473421;114.45040524473421;179;28;8.0;6.0
12;104;109.0;110.0;208;16;2.0;1.0
9;92;109.0;137.0;180;7;29.0;28.0
1;105;109.0;122.0;210;19;14.0;13.0
14;93;109.62779789240945;115.62779789240945;182;11;6.0;6.0
12;95;110.0;112.0;183;16;2.0;2.0
3;95;110.0;132.0;187;20;22.0;22.0
2;97;111.38991059996346;123.38991059996346;188;19;11.0;12.0
4;97;111.67554780079571;129.6755478007957;189;12;16.0;17.999999999999986
12;111;112.0;115.0;218;12;4.0;3.0
8;97;112.0;132.0;190;22;23.0;20.0
11;98;112.05209270317657;139.05209270317658;192;6;26.0;27.000000000000014
15;100;113.0;135.0;193;3;21.0;22.0
18;100;114.28365310952988;122.28365310952988;194;9;8.0;8.0
13;100;114.45040524473421;135.4504052447342;198;29;22.0;21.0
12;101;115.0;127.0;199;4;12.0;12.0
