server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;2.0;1;5;1.0;2.0
1;0;0.0;14.0;2;5;14.0;14.0
2;0;0.0;15.0;3;5;15.0;15.0
3;0;0.0;10.0;4;8;10.0;10.0
8;2;2.0;24.0;5;11;24.0;22.0
9;2;2.0;18.0;6;15;15.0;16.0
11;4;4.0;13.0;7;0;10.0;9.0
12;5;5.0;34.0;9;24;29.0;29.0
15;5;5.0;9.0;8;5;4.0;4.0
16;5;5.0;22.0;10;14;16.0;17.0
17;5;5.0;38.0;11;18;29.0;33.0
18;8;8.0;12.0;12;8;2.0;4.0
4;8;8.0;33.0;13;19;28.0;25.0
0;8;8.0;30.0;14;26;22.0;22.0
15;9;9.0;30.0;20;23;22.0;21.0
3;8;10.0;11.0;15;15;2.0;1.0
3;8;11.0;13.0;16;6;3.0;2.0
18;12;12.0;38.0;30;20;26.0;26.0
11;8;13.0;26.0;17;25;12.0;13.0
3;8;13.0;22.0;18;2;10.0;9.0
7;9;13.936474395176534;27.936474395176532;19;25;11.0;13.999999999999998
1;9;14.0;40.0;21;13;26.0;26.0
13;10;14.145876807190074;44.14587680719008;22;11;29.0;30.000000000000004
6;10;14.522881470252779;17.522881470252777;23;20;3.0;2.9999999999999982
2;10;15.0;36.0;24;28;21.0;21.0
19;10;15.981267875504962;34.98126787550496;25;4;18.0;19.0
5;17;17.474852472985447;45.47485247298545;35;18;27.0;28.0
6;17;17.522881470252777;29.522881470252777;36;12;15.0;12.0
9;10;18.0;20.0;26;10;2.0;2.0
9;20;20.0;29.0;40;21;9.0;9.0
14;12;20.688887882317573;32.68888788231757;27;7;11.0;12.0
10;12;20.95847690921278;42.95847690921278;29;8;22.0;21.999999999999996
16;22;22.0;40.0;42;2;20.0;18.0
3;15;22.0;47.0;32;14;26.0;25.0
8;15;24.0;28.0;33;0;6.0;4.0
11;17;26.0;30.0;34;16;5.0;4.0
7;17;27.936474395176532;41.93647439517653;37;19;15.0;14.0
8;17;28.0;57.0;38;15;29.0;29.0
9;19;29.0;49.0;39;3;20.0;20.0
6;22;29.522881470252777;37.52288147025278;41;22;8.0;8.0
0;30;30.0;60.0;50;17;29.0;30.0
15;22;30.0;32.0;43;24;4.0;2.0
11;25;30.0;45.0;44;18;15.0;15.0
15;25;32.0;58.0;46;21;25.0;26.0
14;27;32.68888788231757;56.68888788231757;47;11;23.0;24.0
4;33;33.0;60.0;56;19;28.0;27.0
19;30;34.98126787550496;41.98126787550496;51;10;6.0;7.0
2;35;36.0;40.0;58;13;3.0;4.0
6;31;37.52288147025278;59.52288147025278;52;18;21.0;22.0
18;38;38.0;41.0;61;1;3.0;3.0
17;31;38.0;59.0;53;7;20.0;21.0
16;40;40.0;62.0;71;23;20.0;22.0
1;40;40.0;67.0;68;14;28.0;27.0
2;33;40.0;62.0;55;28;21.0;22.0
18;41;41.0;65.0;72;20;26.0;24.0
7;35;41.93647439517653;57.93647439517653;57;3;15.0;16.0
19;36;41.98126787550496;46.98126787550496;60;20;4.0;5.0
10;42;42.95847690921278;51.95847690921278;73;23;11.0;9.0
13;38;44.14587680719008;48.14587680719008;62;5;6.0;4.0
11;38;45.0;49.0;64;20;2.0;4.0
5;38;45.47485247298545;72.47485247298545;65;19;26.0;27.0
19;46;46.98126787550496;63.98126787550496;81;25;15.0;17.0
3;46;47.0;57.0;84;3;9.0;10.0
13;48;48.14587680719008;55.14587680719008;93;5;6.0;7.0
9;48;49.0;69.0;92;12;20.0;20.0
10;47;51.95847690921278;62.95847690921278;86;3;11.0;11.0
12;48;53.68841477936392;85.68841477936391;89;21;29.0;31.999999999999993
13;52;55.14587680719008;61.14587680719008;100;24;5.0;6.0
14;46;56.68888788231757;85.68888788231757;83;0;29.0;29.0
8;40;57.0;73.0;67;25;11.0;16.0
3;40;57.0;83.0;69;14;26.0;26.0
7;53;57.93647439517653;69.93647439517653;105;20;12.0;12.0
15;53;58.0;75.0;106;4;18.0;17.0
17;42;59.0;84.0;74;24;24.0;25.0
6;55;59.52288147025278;64.52288147025277;108;17;4.0;4.999999999999993
13;55;61.14587680719008;74.14587680719008;110;23;14.0;13.0
16;44;62.0;66.0;76;8;7.0;4.0
2;45;62.0;75.0;78;25;15.0;13.0
10;45;62.95847690921278;79.95847690921278;79;12;17.0;17.0
19;46;63.98126787550496;72.98126787550495;80;22;9.0;8.999999999999993
6;46;64.52288147025277;82.52288147025277;85;4;18.0;18.0
18;47;65.0;67.0;87;1;3.0;2.0
18;47;67.0;79.0;88;3;14.0;12.0
1;63;67.0;71.0;119;25;4.0;4.0
9;63;69.0;94.0;122;18;24.0;25.0
7;63;69.93647439517653;85.93647439517653;123;19;15.0;16.0
1;48;71.0;81.0;91;10;10.0;10.0
11;48;71.54392899910601;94.54392899910601;94;3;22.0;23.0
5;66;72.47485247298545;75.47485247298545;127;10;3.0;3.0
19;49;72.98126787550495;83.98126787550495;95;25;15.0;11.0
8;49;73.0;100.0;96;12;23.0;27.0
16;49;74.00564579100157;75.00564579100157;98;18;1.0;1.0
13;53;74.14587680719008;80.14587680719008;102;4;9.0;6.0
15;68;75.0;78.0;134;6;4.0;3.0
2;53;75.0;88.0;103;18;15.0;13.0
16;53;75.00564579100157;104.00564579100157;104;0;29.0;29.0
0;55;75.39181817666635;76.39181817666635;109;15;3.0;1.0
5;74;75.47485247298545;96.47485247298545;140;9;20.0;21.0
0;74;76.39181817666635;84.39181817666635;142;13;7.0;8.0
15;56;78.0;106.0;111;16;28.0;28.0
18;76;79.0;94.0;146;16;12.0;15.0
10;63;79.95847690921278;91.95847690921278;113;3;11.0;12.0
13;63;80.14587680719008;108.14587680719008;116;7;26.0;28.0
1;76;81.0;106.0;149;12;26.0;25.0
6;78;82.52288147025277;89.52288147025277;150;9;8.0;7.0
3;63;83.0;88.0;117;0;2.0;5.0
17;81;84.0;110.0;153;1;24.0;26.0
0;81;84.39181817666635;114.39181817666635;154;25;28.0;30.0
12;63;85.68841477936391;114.68841477936391;118;21;29.0;29.0
14;83;85.68888788231757;107.68888788231757;156;4;21.0;22.0
7;83;85.93647439517653;96.93647439517653;157;6;13.0;11.0
2;63;88.0;105.0;125;20;14.0;17.0
3;67;88.0;105.0;128;24;18.0;17.0
6;85;89.52288147025277;102.52288147025277;161;0;14.0;13.0
10;85;91.95847690921278;96.95847690921278;165;25;4.0;5.0
18;85;94.0;105.0;163;21;11.0;11.0
9;85;94.0;112.0;168;11;18.0;18.0
11;67;94.54392899910601;115.54392899910601;129;9;18.0;21.0
5;88;96.47485247298545;98.47485247298545;170;27;2.0;2.0
7;67;96.93647439517653;109.93647439517653;130;6;13.0;13.0
10;67;96.95847690921278;122.95847690921278;132;13;22.0;26.0
5;68;98.47485247298545;117.47485247298545;133;20;19.0;19.0
8;70;100.0;107.0;135;4;9.0;7.0
6;91;102.52288147025277;104.52288147025277;178;10;2.0;2.0
16;92;104.00564579100157;134.00564579100157;181;11;27.0;30.0
4;92;104.1314372127874;111.1314372127874;180;18;7.0;7.0
6;74;104.52288147025277;117.52288147025277;139;14;11.0;13.0
18;74;105.0;112.0;141;23;6.0;7.0
2;76;105.0;119.0;147;25;15.0;14.0
3;78;105.0;109.0;151;6;3.0;4.0
15;85;106.0;127.0;160;23;22.0;21.0
1;85;106.0;107.0;162;26;1.0;1.0
8;85;107.0;113.0;164;20;8.0;6.0
1;85;107.0;112.0;166;4;7.0;5.0
14;85;107.68888788231757;112.68888788231757;167;15;8.0;5.0
13;85;108.14587680719008;124.14587680719008;169;3;16.0;16.0
3;88;109.0;125.0;171;1;12.0;16.0
7;105;109.93647439517653;133.93647439517653;197;13;23.0;24.0
17;89;110.0;111.0;174;23;6.0;1.0
17;107;111.0;143.0;199;25;29.0;32.0
4;89;111.1314372127874;113.1314372127874;175;27;2.0;2.0
18;91;112.0;142.0;176;24;29.0;30.0
9;91;112.0;127.0;177;20;16.0;15.0
1;92;112.0;138.0;179;9;27.0;26.0
14;95;112.68888788231757;126.68888788231757;182;3;14.0;14.0
8;113;113.0;118.0;202;5;2.0;5.0
4;95;113.1314372127874;115.1314372127874;183;14;4.0;2.0
0;96;114.39181817666635;122.39181817666635;184;21;9.0;8.0
12;98;114.68841477936391;143.6884147793639;186;21;29.0;29.0
4;115;115.1314372127874;129.1314372127874;203;4;14.0;14.0
11;99;115.54392899910601;131.54392899910601;187;18;15.0;16.0
5;117;117.47485247298545;123.47485247298545;204;25;5.0;6.0
6;117;117.52288147025277;122.52288147025277;206;5;5.0;5.0
8;118;118.0;130.0;208;24;12.0;12.0
2;119;119.0;137.0;212;9;19.0;18.0
0;121;122.39181817666635;152.39181817666633;216;20;29.0;29.999999999999986
6;119;122.52288147025277;139.52288147025277;213;23;16.0;17.0
10;122;122.95847690921278;138.95847690921278;219;0;18.0;16.0
5;99;123.47485247298545;124.47485247298545;188;11;1.0;1.0
13;101;124.14587680719008;146.14587680719006;189;12;22.0;21.999999999999986
5;101;124.47485247298545;145.47485247298545;190;29;19.0;21.0
3;125;125.0;132.0;223;9;5.0;7.0
14;125;126.68888788231757;158.68888788231757;225;0;29.0;32.0
15;125;127.0;135.0;224;11;8.0;8.0
9;125;127.0;145.0;227;25;18.0;18.0
4;128;129.1314372127874;133.1314372127874;229;14;4.0;4.0
8;104;130.0;153.0;193;7;22.0;23.0
11;104;131.54392899910601;142.54392899910601;194;27;11.0;11.0
3;129;132.0;150.0;236;27;18.0;18.0
4;129;133.1314372127874;152.1314372127874;237;3;20.0;19.0
7;104;133.93647439517653;149.93647439517653;195;8;14.0;16.0
15;105;135.0;154.0;198;20;13.0;19.0
2;107;137.0;162.0;200;23;26.0;25.0
1;118;138.0;159.0;207;27;21.0;21.0
19;118;138.6968343042608;139.6968343042608;209;29;3.0;1.0
10;118;138.95847690921278;161.95847690921278;210;26;24.0;23.0
6;119;139.52288147025277;159.52288147025277;211;29;19.0;20.0
19;121;139.6968343042608;154.6968343042608;214;15;15.0;15.0
18;121;142.0;163.0;215;17;22.0;21.0
11;124;142.54392899910601;165.54392899910601;221;3;22.0;23.0
17;124;143.0;147.0;222;23;6.0;4.0
12;142;143.6884147793639;155.6884147793639;254;26;14.0;12.0
9;125;145.0;168.0;226;5;22.0;23.0
5;128;145.47485247298545;148.47485247298545;230;21;3.0;3.0
13;144;146.14587680719006;147.14587680719006;258;17;1.0;1.0
17;128;147.0;163.0;232;27;18.0;16.0
13;128;147.14587680719006;172.14587680719006;233;13;26.0;25.0
5;128;148.47485247298545;149.47485247298545;234;27;2.0;1.0
5;146;149.47485247298545;167.47485247298545;262;22;16.0;18.0
7;132;149.93647439517653;155.93647439517653;239;7;6.0;6.0
3;147;150.0;154.0;264;26;4.0;4.0
4;147;152.1314372127874;176.1314372127874;265;12;23.0;24.0
0;134;152.39181817666633;166.39181817666633;240;22;17.0;14.0
8;134;153.0;165.0;241;24;12.0;12.0
15;134;154.0;182.0;242;16;28.0;28.0
3;150;154.0;179.0;269;16;26.0;25.0
19;150;154.6968343042608;160.6968343042608;270;12;7.0;6.0
12;150;155.6884147793639;161.6884147793639;271;20;7.0;6.0
7;151;155.93647439517653;167.93647439517653;272;20;12.0;12.0
14;151;158.68888788231757;162.68888788231757;273;29;2.0;4.0
1;157;159.0;188.0;275;13;26.0;29.0
6;157;159.52288147025277;178.52288147025277;276;4;18.0;19.0
19;134;160.6968343042608;167.6968343042608;246;20;4.0;7.0
12;138;161.6884147793639;181.6884147793639;247;23;19.0;20.0
10;138;161.95847690921278;166.95847690921278;248;29;4.0;5.0
2;138;162.0;183.0;249;28;21.0;21.0
14;138;162.68888788231757;185.68888788231757;250;4;21.0;23.0
18;138;163.0;172.0;251;23;6.0;9.0
17;139;163.0;169.0;252;29;3.0;6.0
8;141;165.0;177.0;253;25;11.0;12.0
11;162;165.54392899910601;170.54392899910601;285;16;5.0;5.0
0;164;166.39181817666633;173.39181817666633;286;13;7.0;7.0
10;142;166.95847690921278;186.95847690921278;255;0;18.0;20.0
5;143;167.47485247298545;194.47485247298545;256;5;28.0;27.0
19;167;167.6968343042608;176.6968343042608;289;13;11.0;9.0
7;144;167.93647439517653;193.93647439517653;257;22;24.0;26.0
9;144;168.0;169.0;259;23;3.0;1.0
17;145;169.0;188.0;260;20;18.0;19.0
9;168;169.0;197.0;294;26;27.0;28.0
11;168;170.54392899910601;181.54392899910601;295;11;12.0;11.0
18;168;172.0;183.0;296;21;11.0;11.0
13;169;172.14587680719006;200.14587680719006;298;16;26.0;28.0
0;171;173.39181817666633;189.39181817666633;300;22;17.0;16.0
